replicate,baseline_unique,policy_unique,baseline_steps,policy_steps,baseline_time,policy_time,delta_unique,delta_steps
71,56.0,55.0,1000.0,1000.0,7.200241088867188e-05,0.004687070846557617,-1.0,0.0
72,56.0,56.0,1000.0,1000.0,7.176399230957031e-05,0.00468134880065918,0.0,0.0
73,56.0,56.0,1000.0,1000.0,7.224082946777344e-05,0.004651546478271484,0.0,0.0
74,56.0,55.0,1000.0,1000.0,7.104873657226562e-05,0.004727363586425781,-1.0,0.0
75,56.0,56.0,1000.0,1000.0,7.319450378417969e-05,0.0046617984771728516,0.0,0.0
76,56.0,56.0,1000.0,1000.0,7.176399230957031e-05,0.004677295684814453,0.0,0.0
77,56.0,55.0,1000.0,1000.0,7.152557373046875e-05,0.004651308059692383,-1.0,0.0
78,56.0,56.0,1000.0,1000.0,7.176399230957031e-05,0.004675388336181641,0.0,0.0
79,56.0,56.0,1000.0,1000.0,7.224082946777344e-05,0.004739999771118164,0.0,0.0
80,56.0,55.0,1000.0,1000.0,7.367134094238281e-05,0.004674434661865234,-1.0,0.0
81,56.0,55.0,1000.0,1000.0,7.43865966796875e-05,0.004687309265136719,-1.0,0.0
82,56.0,55.0,1000.0,1000.0,7.367134094238281e-05,0.0046923160552978516,-1.0,0.0
83,56.0,55.0,1000.0,1000.0,7.176399230957031e-05,0.004751682281494141,-1.0,0.0
84,56.0,55.0,1000.0,1000.0,7.43865966796875e-05,0.004693746566772461,-1.0,0.0
85,56.0,54.0,1000.0,1000.0,7.414817810058594e-05,0.004715681076049805,-2.0,0.0
86,56.0,56.0,1000.0,1000.0,7.2479248046875e-05,0.004724264144897461,0.0,0.0
87,56.0,56.0,1000.0,1000.0,7.43865966796875e-05,0.004744768142700195,0.0,0.0
88,56.0,56.0,1000.0,1000.0,7.462501525878906e-05,0.004697561264038086,0.0,0.0
89,56.0,56.0,1000.0,1000.0,7.510185241699219e-05,0.0046961307525634766,0.0,0.0
90,56.0,56.0,1000.0,1000.0,7.176399230957031e-05,0.004719257354736328,0.0,0.0
91,56.0,56.0,1000.0,1000.0,7.390975952148438e-05,0.0046956539154052734,0.0,0.0
92,56.0,55.0,1000.0,1000.0,7.176399230957031e-05,0.0046770572662353516,-1.0,0.0
93,56.0,56.0,1000.0,1000.0,8.0108642578125e-05,0.004660844802856445,0.0,0.0
94,56.0,55.0,1000.0,1000.0,7.200241088867188e-05,0.0046732425689697266,-1.0,0.0
95,56.0,56.0,1000.0,1000.0,7.152557373046875e-05,0.004716396331787109,0.0,0.0
96,56.0,55.0,1000.0,1000.0,7.367134094238281e-05,0.004690647125244141,-1.0,0.0
97,56.0,56.0,1000.0,1000.0,7.200241088867188e-05,0.004700422286987305,0.0,0.0
98,56.0,56.0,1000.0,1000.0,7.200241088867188e-05,0.0046844482421875,0.0,0.0
99,56.0,56.0,1000.0,1000.0,7.224082946777344e-05,0.004698991775512695,0.0,0.0
