replicate,baseline_unique,policy_unique,baseline_steps,policy_steps,baseline_time,policy_time,delta_unique,delta_steps
45,199.0,190.0,1000.0,1000.0,0.00010418891906738281,0.004648447036743164,-9.0,0.0
46,200.0,187.0,1000.0,1000.0,0.00010418891906738281,0.004675149917602539,-13.0,0.0
47,198.0,190.0,1000.0,1000.0,0.00010418891906738281,0.00468897819519043,-8.0,0.0
48,198.0,189.0,1000.0,1000.0,0.00010395050048828125,0.004683732986450195,-9.0,0.0
49,199.0,186.0,1000.0,1000.0,0.00010514259338378906,0.00467681884765625,-13.0,0.0
50,195.0,191.0,1000.0,1000.0,0.00010251998901367188,0.004683017730712891,-4.0,0.0
51,199.0,195.0,1000.0,1000.0,0.000102996826171875,0.00471806526184082,-4.0,0.0
52,199.0,190.0,1000.0,1000.0,0.00010347366333007812,0.004704713821411133,-9.0,0.0
53,199.0,187.0,1000.0,1000.0,0.00010251998901367188,0.004662752151489258,-12.0,0.0
54,200.0,189.0,1000.0,1000.0,0.00010442733764648438,0.004703521728515625,-11.0,0.0
55,196.0,185.0,1000.0,1000.0,0.000102996826171875,0.004683256149291992,-11.0,0.0
56,197.0,190.0,1000.0,1000.0,0.000102996826171875,0.0047206878662109375,-7.0,0.0
57,197.0,191.0,1000.0,1000.0,0.00010204315185546875,0.004660844802856445,-6.0,0.0
58,197.0,188.0,1000.0,1000.0,0.00010371208190917969,0.0046770572662353516,-9.0,0.0
59,199.0,187.0,1000.0,1000.0,0.00010395050048828125,0.004729747772216797,-12.0,0.0
60,200.0,190.0,1000.0,1000.0,0.0001049041748046875,0.004719257354736328,-10.0,0.0
61,199.0,187.0,1000.0,1000.0,0.00010395050048828125,0.0046749114990234375,-12.0,0.0
62,200.0,190.0,1000.0,1000.0,0.000102996826171875,0.005187273025512695,-10.0,0.0
63,198.0,191.0,1000.0,1000.0,0.00011277198791503906,0.0047760009765625,-7.0,0.0
64,199.0,189.0,1000.0,1000.0,0.00010824203491210938,0.004755735397338867,-10.0,0.0
65,200.0,189.0,1000.0,1000.0,0.00010538101196289062,0.0047149658203125,-11.0,0.0
66,200.0,190.0,1000.0,1000.0,0.00010418891906738281,0.004690885543823242,-10.0,0.0
67,198.0,188.0,1000.0,1000.0,0.00011992454528808594,0.00469660758972168,-10.0,0.0
68,196.0,188.0,1000.0,1000.0,0.00010275840759277344,0.004734516143798828,-8.0,0.0
69,197.0,186.0,1000.0,1000.0,0.00010347366333007812,0.004759550094604492,-11.0,0.0
70,200.0,187.0,1000.0,1000.0,0.00010371208190917969,0.004701375961303711,-13.0,0.0
71,198.0,189.0,1000.0,1000.0,0.00010228157043457031,0.0047338008880615234,-9.0,0.0
72,196.0,191.0,1000.0,1000.0,0.00010085105895996094,0.00471186637878418,-5.0,0.0
73,199.0,190.0,1000.0,1000.0,0.00011730194091796875,0.004714250564575195,-9.0,0.0
74,199.0,191.0,1000.0,1000.0,0.00010347366333007812,0.004725456237792969,-8.0,0.0
75,198.0,189.0,1000.0,1000.0,0.00010275840759277344,0.004762411117553711,-9.0,0.0
76,198.0,192.0,1000.0,1000.0,0.00010156631469726562,0.0047228336334228516,-6.0,0.0
77,199.0,190.0,1000.0,1000.0,0.00010371208190917969,0.0047032833099365234,-9.0,0.0
78,199.0,191.0,1000.0,1000.0,0.00010228157043457031,0.004716157913208008,-8.0,0.0
79,199.0,190.0,1000.0,1000.0,0.0001220703125,0.004726409912109375,-9.0,0.0
80,199.0,191.0,1000.0,1000.0,0.000102996826171875,0.004794597625732422,-8.0,0.0
81,199.0,189.0,1000.0,1000.0,0.00010347366333007812,0.0046901702880859375,-10.0,0.0
82,200.0,188.0,1000.0,1000.0,0.00010323524475097656,0.004728555679321289,-12.0,0.0
83,200.0,191.0,1000.0,1000.0,0.00010204315185546875,0.004761219024658203,-9.0,0.0
84,198.0,185.0,1000.0,1000.0,0.00010275840759277344,0.004728555679321289,-13.0,0.0
85,199.0,186.0,1000.0,1000.0,0.0001049041748046875,0.004693269729614258,-13.0,0.0
86,199.0,189.0,1000.0,1000.0,0.00010347366333007812,0.004719257354736328,-10.0,0.0
87,198.0,189.0,1000.0,1000.0,0.00010752677917480469,0.0047533512115478516,-9.0,0.0
88,199.0,190.0,1000.0,1000.0,0.00010228157043457031,0.004713773727416992,-9.0,0.0
89,198.0,189.0,1000.0,1000.0,0.00010371208190917969,0.004695892333984375,-9.0,0.0
90,199.0,189.0,1000.0,1000.0,0.00010204315185546875,0.00474238395690918,-10.0,0.0
91,198.0,191.0,1000.0,1000.0,0.00011754035949707031,0.005682706832885742,-7.0,0.0
92,199.0,186.0,1000.0,1000.0,0.00011491775512695312,0.005751132965087891,-13.0,0.0
93,200.0,190.0,1000.0,1000.0,0.00011992454528808594,0.004984140396118164,-10.0,0.0
94,198.0,189.0,1000.0,1000.0,0.00011205673217773438,0.004740715026855469,-9.0,0.0
95,199.0,188.0,1000.0,1000.0,0.00010752677917480469,0.004705190658569336,-11.0,0.0
96,199.0,189.0,1000.0,1000.0,0.00010204315185546875,0.004749298095703125,-10.0,0.0
97,200.0,190.0,1000.0,1000.0,0.00010323524475097656,0.004694938659667969,-10.0,0.0
98,197.0,191.0,1000.0,1000.0,0.00010466575622558594,0.004667758941650391,-6.0,0.0
99,199.0,189.0,1000.0,1000.0,0.00010275840759277344,0.004726409912109375,-10.0,0.0
