replicate,baseline_unique,policy_unique,baseline_steps,policy_steps,baseline_time,policy_time,delta_unique,delta_steps
74,56.0,56.0,1000.0,1000.0,7.867813110351562e-05,0.0046613216400146484,0.0,0.0
75,56.0,56.0,1000.0,1000.0,7.319450378417969e-05,0.0046503543853759766,0.0,0.0
76,56.0,56.0,1000.0,1000.0,7.557868957519531e-05,0.0046539306640625,0.0,0.0
77,56.0,55.0,1000.0,1000.0,8.893013000488281e-05,0.0046579837799072266,-1.0,0.0
78,56.0,56.0,1000.0,1000.0,7.534027099609375e-05,0.004665851593017578,0.0,0.0
79,56.0,56.0,1000.0,1000.0,7.557868957519531e-05,0.004634857177734375,0.0,0.0
80,56.0,56.0,1000.0,1000.0,7.724761962890625e-05,0.004660606384277344,0.0,0.0
81,56.0,55.0,1000.0,1000.0,7.987022399902344e-05,0.0046672821044921875,-1.0,0.0
82,56.0,56.0,1000.0,1000.0,7.843971252441406e-05,0.004654645919799805,0.0,0.0
83,56.0,56.0,1000.0,1000.0,7.462501525878906e-05,0.004663228988647461,0.0,0.0
84,56.0,55.0,1000.0,1000.0,8.368492126464844e-05,0.004738807678222656,-1.0,0.0
85,56.0,56.0,1000.0,1000.0,9.799003601074219e-05,0.004687786102294922,0.0,0.0
86,56.0,56.0,1000.0,1000.0,7.796287536621094e-05,0.004689693450927734,0.0,0.0
87,56.0,56.0,1000.0,1000.0,7.343292236328125e-05,0.004648685455322266,0.0,0.0
88,56.0,56.0,1000.0,1000.0,7.843971252441406e-05,0.0046842098236083984,0.0,0.0
89,56.0,56.0,1000.0,1000.0,7.700920104980469e-05,0.004679441452026367,0.0,0.0
90,56.0,56.0,1000.0,1000.0,7.486343383789062e-05,0.0047109127044677734,0.0,0.0
91,56.0,56.0,1000.0,1000.0,7.367134094238281e-05,0.004671335220336914,0.0,0.0
92,56.0,55.0,1000.0,1000.0,7.557868957519531e-05,0.004711151123046875,-1.0,0.0
93,56.0,56.0,1000.0,1000.0,7.43865966796875e-05,0.00467371940612793,0.0,0.0
94,56.0,55.0,1000.0,1000.0,7.486343383789062e-05,0.0047075748443603516,-1.0,0.0
95,56.0,56.0,1000.0,1000.0,7.343292236328125e-05,0.004662275314331055,0.0,0.0
96,56.0,56.0,1000.0,1000.0,7.82012939453125e-05,0.00469517707824707,0.0,0.0
97,56.0,56.0,1000.0,1000.0,7.414817810058594e-05,0.004654884338378906,0.0,0.0
98,56.0,56.0,1000.0,1000.0,7.605552673339844e-05,0.0046672821044921875,0.0,0.0
99,56.0,56.0,1000.0,1000.0,7.390975952148438e-05,0.0046422481536865234,0.0,0.0
