replicate,baseline_unique,policy_unique,baseline_steps,policy_steps,baseline_time,policy_time,delta_unique,delta_steps
60,56.0,56.0,1000.0,1000.0,7.319450378417969e-05,0.004647016525268555,0.0,0.0
61,56.0,55.0,1000.0,1000.0,7.224082946777344e-05,0.0047032833099365234,-1.0,0.0
62,56.0,56.0,1000.0,1000.0,7.367134094238281e-05,0.004621267318725586,0.0,0.0
63,56.0,56.0,1000.0,1000.0,7.224082946777344e-05,0.004637956619262695,0.0,0.0
64,56.0,56.0,1000.0,1000.0,8.916854858398438e-05,0.004645109176635742,0.0,0.0
65,56.0,56.0,1000.0,1000.0,7.176399230957031e-05,0.004660129547119141,0.0,0.0
66,56.0,56.0,1000.0,1000.0,7.152557373046875e-05,0.004664897918701172,0.0,0.0
67,56.0,56.0,1000.0,1000.0,7.152557373046875e-05,0.0046613216400146484,0.0,0.0
68,56.0,56.0,1000.0,1000.0,7.176399230957031e-05,0.0046956539154052734,0.0,0.0
69,56.0,56.0,1000.0,1000.0,8.320808410644531e-05,0.0046694278717041016,0.0,0.0
70,56.0,56.0,1000.0,1000.0,7.271766662597656e-05,0.0046350955963134766,0.0,0.0
71,56.0,56.0,1000.0,1000.0,7.2479248046875e-05,0.004621982574462891,0.0,0.0
72,56.0,56.0,1000.0,1000.0,7.200241088867188e-05,0.0047223567962646484,0.0,0.0
73,56.0,56.0,1000.0,1000.0,7.2479248046875e-05,0.004650115966796875,0.0,0.0
74,56.0,56.0,1000.0,1000.0,7.271766662597656e-05,0.004681587219238281,0.0,0.0
75,56.0,56.0,1000.0,1000.0,7.343292236328125e-05,0.004652500152587891,0.0,0.0
76,56.0,56.0,1000.0,1000.0,7.104873657226562e-05,0.004662036895751953,0.0,0.0
77,56.0,55.0,1000.0,1000.0,7.224082946777344e-05,0.004652738571166992,-1.0,0.0
78,56.0,56.0,1000.0,1000.0,7.081031799316406e-05,0.0046024322509765625,0.0,0.0
79,56.0,56.0,1000.0,1000.0,8.606910705566406e-05,0.004629611968994141,0.0,0.0
80,56.0,56.0,1000.0,1000.0,7.557868957519531e-05,0.004687309265136719,0.0,0.0
81,56.0,55.0,1000.0,1000.0,7.224082946777344e-05,0.004696846008300781,-1.0,0.0
82,56.0,56.0,1000.0,1000.0,7.224082946777344e-05,0.00464630126953125,0.0,0.0
83,56.0,56.0,1000.0,1000.0,0.00010466575622558594,0.004637718200683594,0.0,0.0
84,56.0,55.0,1000.0,1000.0,7.390975952148438e-05,0.004660606384277344,-1.0,0.0
85,56.0,56.0,1000.0,1000.0,7.319450378417969e-05,0.004647970199584961,0.0,0.0
86,56.0,56.0,1000.0,1000.0,7.152557373046875e-05,0.0046024322509765625,0.0,0.0
87,56.0,56.0,1000.0,1000.0,7.224082946777344e-05,0.0046732425689697266,0.0,0.0
88,56.0,56.0,1000.0,1000.0,7.224082946777344e-05,0.004633188247680664,0.0,0.0
89,56.0,56.0,1000.0,1000.0,7.295608520507812e-05,0.004671335220336914,0.0,0.0
90,56.0,56.0,1000.0,1000.0,7.271766662597656e-05,0.004647493362426758,0.0,0.0
91,56.0,56.0,1000.0,1000.0,7.200241088867188e-05,0.0047245025634765625,0.0,0.0
92,56.0,55.0,1000.0,1000.0,7.486343383789062e-05,0.004647970199584961,-1.0,0.0
93,56.0,56.0,1000.0,1000.0,7.390975952148438e-05,0.00466465950012207,0.0,0.0
94,56.0,55.0,1000.0,1000.0,7.152557373046875e-05,0.0046901702880859375,-1.0,0.0
95,56.0,56.0,1000.0,1000.0,7.534027099609375e-05,0.004643678665161133,0.0,0.0
96,56.0,56.0,1000.0,1000.0,7.271766662597656e-05,0.0046672821044921875,0.0,0.0
97,56.0,56.0,1000.0,1000.0,7.319450378417969e-05,0.0046465396881103516,0.0,0.0
98,56.0,56.0,1000.0,1000.0,7.43865966796875e-05,0.004626274108886719,0.0,0.0
99,56.0,56.0,1000.0,1000.0,7.390975952148438e-05,0.004633903503417969,0.0,0.0
