replicate,baseline_unique,policy_unique,baseline_steps,policy_steps,baseline_time,policy_time,delta_unique,delta_steps
47,198.0,195.0,1000.0,1000.0,0.00010466575622558594,0.004740715026855469,-3.0,0.0
48,198.0,192.0,1000.0,1000.0,0.00010442733764648438,0.004809141159057617,-6.0,0.0
49,199.0,190.0,1000.0,1000.0,0.00010967254638671875,0.00471949577331543,-9.0,0.0
50,195.0,196.0,1000.0,1000.0,0.00011754035949707031,0.004704952239990234,1.0,0.0
51,199.0,193.0,1000.0,1000.0,0.00010347366333007812,0.004717588424682617,-6.0,0.0
52,199.0,193.0,1000.0,1000.0,0.00010561943054199219,0.004738330841064453,-6.0,0.0
53,199.0,193.0,1000.0,1000.0,0.00010371208190917969,0.004734992980957031,-6.0,0.0
54,200.0,190.0,1000.0,1000.0,0.00010251998901367188,0.004716396331787109,-10.0,0.0
55,196.0,194.0,1000.0,1000.0,0.00010275840759277344,0.004662036895751953,-2.0,0.0
56,197.0,196.0,1000.0,1000.0,0.00010156631469726562,0.004735469818115234,-1.0,0.0
57,197.0,193.0,1000.0,1000.0,0.00010251998901367188,0.0047528743743896484,-4.0,0.0
58,197.0,194.0,1000.0,1000.0,0.00010395050048828125,0.00470733642578125,-3.0,0.0
59,199.0,193.0,1000.0,1000.0,0.00010275840759277344,0.0046846866607666016,-6.0,0.0
60,200.0,195.0,1000.0,1000.0,0.00010347366333007812,0.004712343215942383,-5.0,0.0
61,199.0,192.0,1000.0,1000.0,0.00011777877807617188,0.004706382751464844,-7.0,0.0
62,200.0,194.0,1000.0,1000.0,0.00010275840759277344,0.004784822463989258,-6.0,0.0
63,198.0,192.0,1000.0,1000.0,0.00010585784912109375,0.004671335220336914,-6.0,0.0
64,199.0,194.0,1000.0,1000.0,0.00010228157043457031,0.00475764274597168,-5.0,0.0
65,200.0,191.0,1000.0,1000.0,0.00010371208190917969,0.004745960235595703,-9.0,0.0
66,200.0,192.0,1000.0,1000.0,0.00010442733764648438,0.004681825637817383,-8.0,0.0
67,198.0,190.0,1000.0,1000.0,0.00011801719665527344,0.0046634674072265625,-8.0,0.0
68,196.0,191.0,1000.0,1000.0,0.00010228157043457031,0.0047190189361572266,-5.0,0.0
69,197.0,193.0,1000.0,1000.0,0.00010466575622558594,0.004781961441040039,-4.0,0.0
70,200.0,192.0,1000.0,1000.0,0.00010395050048828125,0.004709959030151367,-8.0,0.0
71,198.0,194.0,1000.0,1000.0,0.00010633468627929688,0.004724025726318359,-4.0,0.0
72,196.0,194.0,1000.0,1000.0,0.00010347366333007812,0.004724264144897461,-2.0,0.0
73,199.0,191.0,1000.0,1000.0,0.00012135505676269531,0.004755496978759766,-8.0,0.0
74,199.0,194.0,1000.0,1000.0,0.00010228157043457031,0.004751682281494141,-5.0,0.0
75,198.0,194.0,1000.0,1000.0,0.00010228157043457031,0.004711151123046875,-4.0,0.0
76,198.0,194.0,1000.0,1000.0,0.00010204315185546875,0.004765748977661133,-4.0,0.0
77,199.0,193.0,1000.0,1000.0,0.00010347366333007812,0.004775524139404297,-6.0,0.0
78,199.0,192.0,1000.0,1000.0,0.00010275840759277344,0.004716634750366211,-7.0,0.0
79,199.0,195.0,1000.0,1000.0,0.0001068115234375,0.004723310470581055,-4.0,0.0
80,199.0,192.0,1000.0,1000.0,0.00011920928955078125,0.004752635955810547,-7.0,0.0
81,199.0,193.0,1000.0,1000.0,0.00010466575622558594,0.004769802093505859,-6.0,0.0
82,200.0,192.0,1000.0,1000.0,0.00010418891906738281,0.00475311279296875,-8.0,0.0
83,200.0,192.0,1000.0,1000.0,0.00010418891906738281,0.004728555679321289,-8.0,0.0
84,198.0,191.0,1000.0,1000.0,0.00010442733764648438,0.004748106002807617,-7.0,0.0
85,199.0,193.0,1000.0,1000.0,0.00010275840759277344,0.004763126373291016,-6.0,0.0
86,199.0,195.0,1000.0,1000.0,0.00010442733764648438,0.004721403121948242,-4.0,0.0
87,198.0,191.0,1000.0,1000.0,0.00011944770812988281,0.0047054290771484375,-7.0,0.0
88,199.0,193.0,1000.0,1000.0,0.00010347366333007812,0.004728555679321289,-6.0,0.0
89,198.0,192.0,1000.0,1000.0,0.00010371208190917969,0.00476837158203125,-6.0,0.0
90,199.0,195.0,1000.0,1000.0,0.00010514259338378906,0.004812479019165039,-4.0,0.0
91,198.0,191.0,1000.0,1000.0,0.00010704994201660156,0.004721879959106445,-7.0,0.0
92,199.0,192.0,1000.0,1000.0,0.00010275840759277344,0.004740476608276367,-7.0,0.0
93,200.0,194.0,1000.0,1000.0,0.00010204315185546875,0.004865407943725586,-6.0,0.0
94,198.0,192.0,1000.0,1000.0,0.00010967254638671875,0.004720449447631836,-6.0,0.0
95,199.0,193.0,1000.0,1000.0,0.00010395050048828125,0.004702091217041016,-6.0,0.0
96,199.0,195.0,1000.0,1000.0,0.00010275840759277344,0.004863262176513672,-4.0,0.0
97,200.0,193.0,1000.0,1000.0,0.00011038780212402344,0.0048902034759521484,-7.0,0.0
98,197.0,194.0,1000.0,1000.0,0.00010657310485839844,0.004687070846557617,-3.0,0.0
99,199.0,191.0,1000.0,1000.0,0.00010466575622558594,0.004707813262939453,-8.0,0.0
